ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		7349			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		3022			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			4371			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			51677			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			73075			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			54038			
2024-11-05	11	0	0	39	KALAMAZOO	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		69499			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			143			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		566			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		228			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			378			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			7011			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			2671			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			6978			
2024-11-05	11	0	0	40	KALKASKA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		2557			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			3216			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		14295			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		5095			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			10691			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			161366			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			167457			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			165905			
2024-11-05	11	0	0	41	KENT	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		159258			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			24			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		66			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		31			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			59			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			776			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			567			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			781			
2024-11-05	11	0	0	42	KEWEENAW	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		539			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			95			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		352			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		120			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			201			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			3819			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			1924			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			3798			
2024-11-05	11	0	0	43	LAKE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		1772			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			684			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		2068			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		881			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			1526			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			32450			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			13549			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			32310			
2024-11-05	11	0	0	44	LAPEER	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		13083			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			134			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		531			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		219			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			459			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			7539			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			7929			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			7626			
2024-11-05	11	0	0	45	LEELANAU	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		7733			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			656			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		2473			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		1031			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			1526			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			29008			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			17377			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			29581			
2024-11-05	11	0	0	46	LENAWEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		16621			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			1028			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		4016			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		1509			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			3916			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			73741			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			42076			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			73647			
2024-11-05	11	0	0	47	LIVINGSTON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		40766			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			42			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		118			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		45			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			81			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			1962			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			641			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			1898			
2024-11-05	11	0	0	48	LUCE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		593			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			78			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		293			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		125			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			200			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			3849			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			2256			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			3935			
2024-11-05	11	0	0	49	MACKINAC	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		2117			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			5526			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		20946			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		9328			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			13406			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			240190			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			190733			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			242977			
2024-11-05	11	0	0	50	MACOMB	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		182891			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			168			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		711			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		287			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			398			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			7654			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			5553			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			7875			
2024-11-05	11	0	0	51	MANISTEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		5287			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			409			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		1692			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		608			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			1262			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			13987			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			18011			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			14318			
2024-11-05	11	0	0	52	MARQUETTE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		17271			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			190			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		712			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		345			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			437			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			9966			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			5894			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			10094			
2024-11-05	11	0	0	53	MASON	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		5629			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			293			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		953			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		374			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			582			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			12970			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			6409			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			13097			
2024-11-05	11	0	0	54	MECOSTA	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		6140			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			160			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		535			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		250			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	3	LIBERTARIAN	435863	BOMAN	SCOTTY			285			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466884	MCMILLIN	TOM			7416			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466885	JONES	THEODORE			3639			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	2	REPUBLICAN	466896	SNYDER	NIKKI			7411			
2024-11-05	11	0	0	55	MENOMINEE	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	1	DEMOCRATIC	466897	ZEMKE	ADAM	FREDERICK		3519			
2024-11-05	11	0	0	56	MIDLAND	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	256540	GERRARD	TED			511			
2024-11-05	11	0	0	56	MIDLAND	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	6	WORKING CLASS PARTY	433982	HERING	MARY	ANNE		1869			
2024-11-05	11	0	0	56	MIDLAND	MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS	4	U.S. TAXPAYERS	434103	SCHWARTZ	CHRISTINE	C.		774			
